,unitid,inst_name,state_abbr,latitude,longitude,url_athletes,member_conf_baseball,member_ncaa,member_naia,member_njcaa,conf_number_baseball,est_fte,level_of_study,ftpt,income_level,average_grant,net_price,number_applied,number_admitted,number_enrolled_total,sex,reqt_test_scores,sat_crit_read_75_pctl,sat_math_75_pctl,Acceptance_Rate,CONFNO3,Conference_Name,School,...1,instnm,stabbr,city,zip,ugds,insturl,tuitionfee_in,tuitionfee_out,locale,adm_rate,sat_avg,admcon7,npt4_pub,npt4_priv,npt45_pub,npt45_priv,year.x,ID,team_name,Division,Common name...5,Nickname,City,State,Primary,...10,...11,team_id,division.x,year.y,wins,losses,ties,team_name.y.y,division.y,season,total_players,avg_p_height_in,avg_other_height_in,count_Fr,count_So,count_Jr,count_Sr,count_Other,top_state_1,top_state_2,top_state_3,top_state_1_count,top_state_2_count,top_state_3_count
339,168528,Adrian College,MI,41.898591,-84.061481,NA,Yes,Yes,No,No,180,1687,Undergraduate,Full-time,$110 ,27957,28434,2736,2079,573,Total,Considered,580,570,0.759868421,180,Michigan Intercollegiate Athletic Association,Adrian College,1462,Adrian College,MI,Adrian,49221-2575,1635,www.adrian.edu/,40556,40556,32,0.6837,1030,5,NA,21504,NA,26926,latest,4,Adrian,NA,NA,NA,NA,NA,NA,NA,NA,597209,3,2025,30,18,0,Adrian,3,2025,70,74.27272727,72.86206897,24,22,11,13,0,NA,NA,NA,NA,NA,NA
340,168546,Albion College,MI,42.245049,-84.745639,NA,Yes,Yes,No,No,180,1549,Undergraduate,Full-time,$110 ,39797,27008,6591,4566,468,Total,Neither required nor recommended,NA,NA,0.692762858,180,Michigan Intercollegiate Athletic Association,Albion College,1463,Albion College,MI,Albion,49224,1347,www.albion.edu/,55746,55746,32,0.8316,NA,3,NA,16882,NA,25793,latest,15,Albion,3,Albion College,Britons,Albion,MI,Michigan Intercollegiate Athletic Association,NA,NA,597210,3,2025,17,19,0,Albion,3,2025,46,NA,NA,17,4,10,15,0,NA,NA,NA,NA,NA,NA
341,168591,Alma College,MI,43.38004,-84.672053,NA,Yes,Yes,No,No,180,1425,Undergraduate,Full-time,$110 ,32076,26581,2908,2000,319,Total,Neither required nor recommended,NA,NA,0.687757909,180,Michigan Intercollegiate Athletic Association,Alma College,1466,Alma College,MI,Alma,48801-1599,1208,www.alma.edu/,47430,47430,32,0.6566,NA,3,NA,24663,NA,26994,latest,21,Alma,3,NA,NA,Alma,MI,NA,NA,NA,597214,3,2025,23,20,0,Alma,3,2025,61,72.76,70.65714286,21,20,8,12,0,MI,OH,NA,60,1,NA
342,169080,Calvin University,MI,42.929916,-85.587548,NA,Yes,Yes,No,No,180,3019,Undergraduate,Full-time,$110 ,24739,27355,3986,2992,736,Total,Considered,670,670,0.750627195,180,Michigan Intercollegiate Athletic Association,Calvin University,1473,Calvin University,MI,Grand Rapids,49546,2921,www.calvin.edu/,38670,38670,12,0.7131,1205,5,NA,24783,NA,28027,latest,114,Calvin,3,Calvin University,Knights,Grand Rapids,MI,Michigan Intercollegiate Athletic Association,NA,NA,597238,3,2025,23,18,0,Calvin,3,2025,37,73.5625,71.9047619,8,10,10,9,0,MI,IN,IL,29,4,2
343,169248,Central Michigan University,MI,43.591203,-84.77525,https://cmuchippewas.com/sports/2020/6/8/prospective-chippewas.aspx,Yes,Yes,No,No,119,10602,Undergraduate,Full-time,$110 ,8156,17921,18517,14273,1910,Total,Considered,620,600,0.770805206,119,Mid-American Conference,Central Michigan University,1477,Central Michigan University,MI,Mount Pleasant,48859,9916,https://www.cmich.edu/,14190,14190,32,0.9101,1099,5,16041,NA,18780,NA,latest,129,Central Mich.,1,Central Michigan,Chippewas,Mount Pleasant,MI,Mid-American Conference,NA,NA,596520,1,2025,20,35,0,Central Mich.,1,2025,34,74.18181818,73,4,8,15,7,0,MI,AZ,IL,13,2,2
344,169479,Davenport University,MI,42.850013,-85.533519,https://my.davenport.edu/quality-effectiveness/institutional-research/consumer-right-know#Athletic,Yes,Yes,No,No,144,3155,Undergraduate,Full-time,$110 ,11819,22340,2652,2606,460,Total,Recommended,NA,NA,0.9826546,144,Great Lakes Intercollegiate Athletic Conference,Davenport University,1484,Davenport University,MI,Grand Rapids,49512-9396,3213,www.davenport.edu/,23324,23324,21,0.9705,NA,3,NA,19988,NA,24791,latest,30221,Davenport,2,Davenport University,Panthers,Grand Rapids,MI,Great Lakes Intercollegiate Athletic Conference,NA,NA,596843,2,2025,42,15,0,Davenport,2,2025,40,76.4,72.5,8,3,14,15,0,MI,IL,OH,16,2,1
345,169798,Eastern Michigan University,MI,42.251675,-83.627443,https://emueagles.com/index.aspx,Yes,Yes,No,No,119,9729,Undergraduate,Full-time,$110 ,5826,20259,17506,14811,2312,Total,Considered,600,580,0.846052782,119,Mid-American Conference,Eastern Michigan University,1491,Eastern Michigan University,MI,Ypsilanti,48197,10751,www.emich.edu/,15510,15510,21,0.8135,1046,5,17084,NA,22274,NA,latest,204,Eastern Mich.,1,Eastern Michigan,Eagles,Ypsilanti,MI,Mid-American Conference,NA,NA,596539,1,2025,21,31,0,Eastern Mich.,1,2025,41,74.0952381,72.95,10,5,17,9,0,OH,MI,Canada,15,9,4
346,170082,Grand Valley State University,MI,42.963001,-85.889826,https://web3.ncaa.org/aprsearch/asrsearch,Yes,Yes,No,No,144,17682,Undergraduate,Full-time,$110 ,3883,21496,17163,15730,3807,Total,Recommended,NA,NA,0.916506438,144,Great Lakes Intercollegiate Athletic Conference,Grand Valley State University,1500,Grand Valley State University,MI,Allendale,49401-9403,19073,www.gvsu.edu/,14628,20820,31,0.9469,1079,5,17096,NA,23541,NA,latest,262,Grand Valley St.,2,Grand Valley State University,Lakers,Allendale,MI,Great Lakes Intercollegiate Athletic Conference,NA,NA,596889,2,2025,43,14,0,Grand Valley St.,2,2025,37,73,NA,9,8,11,9,0,MI,IL,Canada,27,7,1
347,170286,Hillsdale College,MI,41.933682,-84.633195,NA,Yes,Yes,No,No,371,1554,NA,NA,NA,NA,NA,2994,709,397,Total,Considered,760,750,0.236806947,371,Great Midwest Athletic Conference,Hillsdale College,1503,Hillsdale College,MI,Hillsdale,49242,1563,https://www.hillsdale.edu/,32092,32092,32,0.2059,1433,5,NA,NA,NA,NA,latest,280,Hillsdale,2,Hillsdale College,Chargers,Hillsdale,MI,Great Midwest Athletic Conference,NA,NA,596890,2,2025,26,28,0,Hillsdale,2,2025,35,74.11764706,71.94444444,15,10,3,7,0,MI,OH,FL,9,7,3
348,170301,Hope College,MI,42.787247,-86.100971,NA,Yes,Yes,No,No,180,3023,Undergraduate,Full-time,$110 ,20021,29871,4172,3854,793,Total,Considered,670,660,0.923777565,180,Michigan Intercollegiate Athletic Association,Hope College,1504,Hope College,MI,Holland,49423-9000,3274,https://www.hope.edu/,40420,40420,13,0.7585,1237,5,NA,25749,NA,31356,latest,286,Hope,3,Hope College,Flying Dutchmen,Holland,MI,Michigan Intercollegiate Athletic Association,NA,NA,597298,3,2025,12,27,0,Hope,3,2025,38,73.25,72.19230769,16,6,9,7,0,MI,IN,IL,34,2,1
349,170532,Kalamazoo College,MI,42.290789,-85.601857,NA,Yes,Yes,No,No,180,1439,Undergraduate,Full-time,$110 ,37018,31814,3350,2666,382,Total,Considered,690,690,0.795820896,180,Michigan Intercollegiate Athletic Association,Kalamazoo College,1506,Kalamazoo College,MI,Kalamazoo,49006-3295,1175,https://www.kzoo.edu/,58764,58764,13,0.7623,1270,5,NA,18873,NA,29188,latest,326,Kalamazoo,3,Kalamazoo College,Hornets,Kalamazoo,MI,Michigan Intercollegiate Athletic Association,NA,NA,597309,3,2025,28,16,0,Kalamazoo,3,2025,44,73.42857143,71.52173913,12,10,12,10,0,MI,IN,IL,38,3,1
350,171100,Michigan State University,MI,42.73212,-84.476111,https://opb.msu.edu/functions/institution/gradrates/index.html,Yes,Yes,No,No,107,37228,Undergraduate,Full-time,$110 ,1907,27297,50630,42150,9225,Total,Considered,650,670,0.832510369,107,Big Ten Conference,Michigan State University,1521,Michigan State University,MI,East Lansing,48824-1046,40243,https://www.msu.edu/,15988,43372,13,0.8392,1261,5,20751,NA,28327,NA,latest,416,Michigan St.,1,Michigan State,Spartans,East Lansing,MI,Big Ten Conference,NA,NA,596601,1,2025,28,27,0,Michigan St.,1,2025,37,74.42105263,72.05555556,5,10,10,12,0,MI,IL,OH,23,6,3
351,171492,Northwood University,MI,43.628717,-84.27682,NA,Yes,Yes,No,No,144,1891,Undergraduate,Full-time,$110 ,18149,27290,1123,936,293,Total,Recommended,NA,NA,0.833481745,144,Great Lakes Intercollegiate Athletic Conference,Northwood University,1532,Northwood University,MI,Midland,48640-2398,1900,www.northwood.edu/,33000,33000,13,0.839,NA,3,NA,26429,NA,29125,latest,510,Northwood,2,Northwood University,Timberwolves,Midland,MI,Great Midwest Athletic Conference,NA,NA,596920,2,2025,40,22,0,Northwood,2,2025,53,72.63636364,71.38709677,21,3,20,9,0,MI,IL,OH,47,3,2
352,171571,Oakland University,MI,42.674573,-83.216418,NA,Yes,Yes,No,No,122,12440,Undergraduate,Full-time,$110 ,3427,20242,10645,9803,2025,Total,Considered,620,610,0.920901832,122,Horizon League,Oakland University,1534,Oakland University,MI,Rochester Hills,48309-4401,12450,www.oakland.edu/,14694,23188,21,0.7024,1110,5,13584,NA,22034,NA,latest,514,Oakland,1,Oakland,Golden Grizzlies,Rochester[L 12],MI,Horizon League,NA,NA,596638,1,2025,19,41,0,Oakland,1,2025,37,74.4,71.89473684,6,12,8,11,0,MI,OH,WI,7,5,3
353,171599,Olivet College,MI,42.442891,-84.923891,https://www.olivetcollege.edu/wp-content/uploads/2019/06/GraduationRateDisclosureJul2019.pdf,Yes,Yes,No,No,180,814,Undergraduate,Full-time,$110 ,20490,24533,1200,1062,218,Total,Considered,560,560,0.885,180,Michigan Intercollegiate Athletic Association,Olivet College,1535,The University of Olivet,MI,Olivet,49076,918,https://www.uolivet.edu/,33076,33076,42,0.9711,NA,3,NA,21158,NA,25220,latest,525,Olivet,3,University of Olivet,Comets,Olivet,MI,Michigan Intercollegiate Athletic Association,NA,NA,596995,3,2025,9,29,0,Olivet,3,2025,41,72.15384615,71.25,10,8,15,8,0,MI,IN,OH,32,5,2
354,172051,Saginaw Valley State University,MI,43.51176,-83.964273,athletics.svsu.edu/information/Recruitment/PDFS/grad_rates.pdf,Yes,Yes,No,No,144,5908,Undergraduate,Full-time,$110 ,6954,15912,5899,4590,1336,Total,Considered,600,570,0.778097983,144,Great Lakes Intercollegiate Athletic Conference,Saginaw Valley State University,1542,Saginaw Valley State University,MI,University Center,48710,6004,www.svsu.edu/,12240,28752,22,0.7288,1051,5,14582,NA,18491,NA,latest,591,Saginaw Valley,2,Saginaw Valley State University,Cardinals,University Center,MI,Great Lakes Intercollegiate Athletic Conference,NA,NA,596929,2,2025,30,22,0,Saginaw Valley,2,2025,38,74,72.15789474,12,13,7,6,0,MI,IN,OH,32,4,2
355,170976,University of Michigan-Ann Arbor,MI,42.275921,-83.742769,https://mgoblue.com/news/2020/5/19/general-ncaa-report-shows-five-u-m-teams-with-perfect-multiyear-apr-scores,Yes,Yes,No,No,107,31708,Undergraduate,Full-time,$110 ,4428,27711,79743,16071,7290,Total,Recommended,NA,NA,0.201534931,107,Big Ten Conference,University of Michigan-Ann Arbor,1519,University of Michigan-Ann Arbor,MI,Ann Arbor,48109,33488,https://umich.edu/,17228,58072,12,0.1794,1473,5,14832,NA,26787,NA,latest,418,Michigan,1,Michigan,Wolverines,Ann Arbor,MI,Big Ten Conference,NA,NA,596602,1,2025,33,23,0,Michigan,1,2025,42,74.63636364,72.25,12,12,8,10,0,MI,CA,Canada,15,10,3
356,172644,Wayne State University,MI,42.358994,-83.068998,NA,Yes,Yes,No,No,144,14921,Undergraduate,Full-time,$110 ,4873,21069,15181,9603,2732,Total,Required,630,630,0.632567025,144,Great Lakes Intercollegiate Athletic Conference,Wayne State University,1554,Wayne State University,MI,Detroit,48202,15676,https://wayne.edu/,14297,30419,11,0.8203,1147,5,14773,NA,21543,NA,latest,757,Wayne St. (MI),2,Wayne State University,Warriors,Detroit,MI,Great Lakes Intercollegiate Athletic Conference,NA,NA,596945,2,2025,27,28,0,Wayne St. (MI),2,2025,36,74,72.8,8,12,8,8,0,MI,Canada,NA,7,1,NA
357,172699,Western Michigan University,MI,42.282194,-85.613759,NA,Yes,Yes,No,No,119,12992,Undergraduate,Full-time,$110 ,2206,24944,18853,15612,2112,Total,Considered,620,600,0.82809102,119,Mid-American Conference,Western Michigan University,1557,Western Michigan University,MI,Kalamazoo,49008-5200,12704,https://wmich.edu/,15298,19098,13,0.8468,1108,5,18701,NA,25313,NA,latest,774,Western Mich.,1,Western Michigan,Broncos,Kalamazoo,MI,Mid-American Conference,NA,NA,596448,1,2025,19,32,0,Western Mich.,1,2025,32,72.9375,72.1875,7,5,11,9,0,MI,IL,IN,18,7,4
358,173045,Augsburg University,MN,44.966307,-93.240436,NA,Yes,Yes,No,No,183,2453,Undergraduate,Full-time,$110 ,25974,29957,3525,2692,541,Total,Considered,623,753,0.763687943,183,Minnesota Intercollegiate Athletic Conference,Augsburg University,1563,Augsburg University,MN,Minneapolis,55454,2429,www.augsburg.edu/,43942,43942,11,0.7653,NA,3,NA,23875,NA,30427,latest,38,Augsburg,NA,NA,Auggies,"Minneapolis,",MN,NA,NA,NA,597217,3,2025,16,23,0,Augsburg,3,2025,39,72.85714286,70.23076923,3,11,9,8,8,NA,NA,NA,NA,NA,NA
359,173124,Bemidji State University,MN,47.482341,-94.874119,https://www.bemidjistate.edu/offices/student-life-success/handbook/student-consumer-information/student-outcomes/,Yes,Yes,No,No,155,3148,Undergraduate,Full-time,$110 ,1522,20418,2571,1927,538,Total,Required,NA,NA,0.749513808,155,Northern Sun Intercollegiate Conference,Bemidji State University,1566,Bemidji State University,MN,Bemidji,56601,3120,https://www.bemidjistate.edu/,10164,10164,33,0.7066,1090,5,17050,NA,21518,NA,latest,54,Bemidji St.,2,Bemidji State University,Beavers,Bemidji,MN,Northern Sun Intercollegiate Conference,NA,NA,596860,2,2025,7,40,0,Bemidji St.,2,2025,51,73.30434783,70.71428571,14,12,18,7,0,MN,CA,AZ,28,8,3
360,173142,Bethany Lutheran College,MN,44.166649,-93.990805,NA,Yes,Yes,No,No,354,729,Undergraduate,Full-time,$110 ,16080,23023,714,439,199,Total,Recommended,NA,NA,0.614845938,354,Upper Midwest Athletic Conference,Bethany Lutheran College,1567,Bethany Lutheran College,MN,Mankato,56001,682,https://www.blc.edu/,30010,30010,13,0.5096,1144,5,NA,17680,NA,23753,latest,30038,Bethany Lutheran,3,Bethany Lutheran College,Vikings,Mankato,MN,Upper Midwest Athletic Conference,NA,NA,597186,3,2025,29,14,0,Bethany Lutheran,3,2025,54,73,NA,5,15,11,15,8,AZ,MN,TX,1,1,1
361,173258,Carleton College,MN,44.462318,-93.154666,NA,Yes,Yes,No,No,183,1977,Undergraduate,Full-time,$110 ,37014,41301,7915,1389,555,Total,Considered,760,790,0.175489577,183,Minnesota Intercollegiate Athletic Conference,Carleton College,1570,Carleton College,MN,Northfield,55057,2019,https://www.carleton.edu/,65457,65457,32,0.2228,1491,5,NA,27320,NA,41028,latest,118,Carleton,3,Carleton College,Knights,Northfield,MN,Minnesota Intercollegiate Athletic Conference,NA,NA,597240,3,2025,12,22,0,Carleton,3,2025,36,72.64705882,71.27777778,8,3,14,10,1,NA,NA,NA,NA,NA,NA
362,173300,Concordia College at Moorhead,MN,46.862482,-96.76749,NA,Yes,Yes,No,No,183,1898,Undergraduate,Full-time,$110 ,13179,27691,3778,2720,473,Total,Considered,630,588,0.71995765,183,Minnesota Intercollegiate Athletic Conference,Concordia College at Moorhead,1571,Concordia College at Moorhead,MN,Moorhead,56562,1721,https://www.concordiacollege.edu/,30020,30020,22,0.6306,1192,5,NA,25651,NA,29795,latest,161,Concordia-M'head,3,Concordia College,Cobbers,Moorhead,MN,Minnesota Intercollegiate Athletic Conference,NA,NA,597259,3,2025,19,20,0,Concordia-M'head,3,2025,43,NA,NA,6,11,6,19,1,NA,NA,NA,NA,NA,NA
363,173328,Concordia University-Saint Paul,MN,44.949759,-93.154861,https://www.csp.edu/student-right-to-know/,Yes,Yes,No,No,155,3066,Undergraduate,Full-time,$110 ,11812,21902,2485,1687,288,Total,Neither required nor recommended,NA,NA,0.678873239,155,Northern Sun Intercollegiate Conference,Concordia University-Saint Paul,1572,Concordia University-Saint Paul,MN,Saint Paul,55104-5494,2786,https://www.csp.edu/,25000,25000,11,0.7487,NA,3,NA,17566,NA,22335,latest,9081,Concordia-St. Paul,2,Concordia University-St. Paul,Golden Bears,St. Paul,MN,Northern Sun Intercollegiate Conference,NA,NA,596778,2,2025,21,29,0,Concordia-St. Paul,2,2025,39,75.33333333,NA,12,6,9,12,0,MN,WI,NA,2,1,NA
364,174862,Crown College,MN,44.885393,-93.743019,NA,Yes,Yes,No,No,354,845,Undergraduate,Full-time,$110 ,15009,28255,911,593,164,Total,Neither required nor recommended,NA,NA,0.650933041,354,Upper Midwest Athletic Conference,Crown College,1616,Crown College,MN,Saint Bonifacius,55375-9001,789,www.crown.edu/,30200,30200,41,0.6281,NA,3,NA,27324,NA,29489,latest,30035,Crown (MN),3,Crown College,Polars,St. Bonifacius,MN,Upper Midwest Athletic Conference,NA,NA,597183,3,2025,23,18,0,Crown (MN),3,2025,46,NA,68.5,7,21,8,10,0,AZ,NA,NA,2,NA,NA
365,173647,Gustavus Adolphus College,MN,44.323626,-93.972196,NA,Yes,Yes,No,No,183,2200,Undergraduate,Full-time,$110 ,33254,29834,3799,2757,551,Total,Considered,NA,NA,0.725717294,183,Minnesota Intercollegiate Athletic Conference,Gustavus Adolphus College,1578,Gustavus Adolphus College,MN,Saint Peter,56082-1498,1930,gustavus.edu/,54310,54310,31,0.618,1320,5,NA,26895,NA,34227,latest,266,Gustavus Adolphus,3,Gustavus Adolphus College,Gusties,St. Peter,MN,Minnesota Intercollegiate Athletic Conference,NA,NA,597289,3,2025,37,9,0,Gustavus Adolphus,3,2025,47,NA,NA,5,13,11,18,0,NA,NA,NA,NA,NA,NA
366,173665,Hamline University,MN,44.966246,-93.164479,NA,Yes,Yes,No,No,183,1882,Undergraduate,Full-time,$110 ,26783,29196,4493,3434,467,Total,Considered,670,610,0.764300022,183,Minnesota Intercollegiate Athletic Conference,Hamline University,1579,Hamline University,MN,Saint Paul,55104-1284,1685,https://www.hamline.edu/,48311,48311,11,0.8983,1197,5,NA,21385,NA,27061,latest,268,Hamline,3,Hamline University,Pipers,St. Paul,MN,Minnesota Intercollegiate Athletic Conference,NA,NA,597291,3,2025,7,32,0,Hamline,3,2025,41,NA,74,13,11,8,9,0,NA,NA,NA,NA,NA,NA
367,173902,Macalester College,MN,44.938565,-93.168053,NA,Yes,Yes,No,No,183,2349,Undergraduate,Full-time,$110 ,35666,40691,9046,2828,601,Total,Considered,750,765,0.312624364,183,Minnesota Intercollegiate Athletic Conference,Macalester College,1586,Macalester College,MN,Saint Paul,55105-1899,2131,www.macalester.edu/,64908,64908,11,0.2821,1424,5,NA,29980,NA,43253,latest,376,Macalester,3,Macalester College,Scots,St. Paul,MN,Minnesota Intercollegiate Athletic Conference,NA,NA,597321,3,2025,12,23,0,Macalester,3,2025,43,NA,NA,10,4,17,8,4,NA,NA,NA,NA,NA,NA
368,173452,Martin Luther College,MN,44.30526,-94.472326,mlc-wels.edu/student-life/student-right-to-know-act/,Yes,Yes,No,No,354,770,Undergraduate,Full-time,$110 ,2907,25706,197,180,151,Total,Considered,640,610,0.913705584,354,Upper Midwest Athletic Conference,Martin Luther College,1574,Martin Luther College,MN,New Ulm,56073-3965,718,www.mlc-wels.edu/,17770,17770,32,0.8257,1191,5,NA,20483,NA,24323,latest,8597,Martin Luther,3,Martin Luther College,Knights,New Ulm,MN,Upper Midwest Athletic Conference,NA,NA,597153,3,2025,9,27,0,Martin Luther,3,2025,18,71.75,72.21428571,6,6,1,5,0,MI,MN,TN,2,1,1
369,174437,North Central University,MN,44.968625,-93.261511,NA,Yes,Yes,No,No,354,716,Undergraduate,Full-time,$110 ,11469,29386,553,520,188,Total,Neither required nor recommended,NA,NA,0.940325497,354,Upper Midwest Athletic Conference,North Central University,1603,North Central University,MN,Minneapolis,55404-1391,802,www.northcentral.edu/,29460,29460,11,0.9082,NA,3,NA,23574,NA,28269,latest,30039,North Central (MN),3,North Central University,Rams,Minneapolis,MN,Upper Midwest Athletic Conference,NA,NA,597187,3,2025,7,30,0,North Central (MN),3,2025,27,71,70.27777778,7,6,6,8,0,MN,TX,AZ,8,7,2
370,174783,Saint Cloud State University,MN,45.553227,-94.152657,https://scsuhuskies.com/sports/2016/8/3/st-cloud-state-student-athlete-information-center.aspx,Yes,Yes,No,No,155,6152,Undergraduate,Full-time,$110 ,1254,19275,4228,3988,837,Total,Considered,NA,NA,0.943235572,155,Northern Sun Intercollegiate Conference,Saint Cloud State University,1612,Saint Cloud State University,MN,Saint Cloud,56301-4498,5181,https://www.stcloudstate.edu/,10117,10117,13,0.9495,1091,5,14485,NA,20104,NA,latest,598,St. Cloud St.,2,St. Cloud State University,Huskies,St. Cloud,MN,Northern Sun Intercollegiate Conference,NA,NA,596931,2,2025,28,26,0,St. Cloud St.,2,2025,41,73.86666667,72.57692308,16,6,13,6,0,MN,WI,AZ,14,11,4
371,174792,Saint Johns University,MN,45.580075,-94.393621,NA,Yes,Yes,No,No,183,1606,Undergraduate,Full-time,$110 ,32429,31822,1542,1367,408,Total,Considered,620,620,0.886511025,183,Minnesota Intercollegiate Athletic Conference,Saint Johns University,1613,Saint Johns University,MN,Collegeville,56321,1468,https://csbsju.edu/,53942,53942,41,0.9048,1220,5,NA,27018,NA,34579,latest,602,Saint John's (MN),3,Saint John's University,Johnnies,Collegeville,MN,Minnesota Intercollegiate Athletic Conference,NA,NA,597022,3,2025,25,16,0,Saint John's (MN),3,2025,38,NA,NA,8,12,10,8,0,NA,NA,NA,NA,NA,NA
372,174817,Saint Mary's University of Minnesota,MN,44.044736,-91.695449,NA,Yes,Yes,No,No,183,1096,Undergraduate,Full-time,$110 ,28388,24547,1587,1552,234,Total,Neither required nor recommended,NA,NA,0.97794581,183,Minnesota Intercollegiate Athletic Conference,Saint Mary's University of Minnesota,1614,Saint Mary's University of Minnesota,MN,Winona,55987-1399,1061,www.smumn.edu/,43160,43160,32,0.8881,NA,3,NA,21034,NA,25934,latest,612,Saint Mary's (MN),3,Saint Mary's University of Minnesota,Cardinals,Winona,MN,Minnesota Intercollegiate Athletic Conference,NA,NA,597026,3,2025,22,16,0,Saint Mary's (MN),3,2025,49,73.71428571,70.4,9,18,16,6,0,NA,NA,NA,NA,NA,NA
373,175078,Southwest Minnesota State University,MN,44.45373,-95.759548,NA,Yes,Yes,No,No,155,2959,Undergraduate,Full-time,$110 ,2843,18753,1672,1522,421,Total,Recommended,NA,NA,0.910287081,155,Northern Sun Intercollegiate Conference,Southwest Minnesota State University,1623,Southwest Minnesota State University,MN,Marshall,56258-5468,2045,www.smsu.edu/,10304,10304,33,0.6894,1020,5,14760,NA,19513,NA,latest,8736,Southwest Minn. St.,2,Southwest Minnesota State University,Mustangs,Marshall,MN,Northern Sun Intercollegiate Conference,NA,NA,596770,2,2025,23,24,0,Southwest Minn. St.,2,2025,39,74.11111111,71.66666667,11,3,15,10,0,MN,SD,IA,27,5,4
374,174844,St Olaf College,MN,44.461529,-93.182039,NA,Yes,Yes,No,No,183,2919,Undergraduate,Full-time,$110 ,33653,32917,6494,3080,755,Total,Considered,720,710,0.474283954,183,Minnesota Intercollegiate Athletic Conference,St Olaf College,1615,St Olaf College,MN,Northfield,55057-1098,3049,wp.stolaf.edu/,56970,56970,32,0.5215,1373,5,NA,22752,NA,32708,latest,615,St. Olaf,3,St. Olaf College,Oles,Northfield,MN,Minnesota Intercollegiate Athletic Conference,NA,NA,597028,3,2025,23,16,0,St. Olaf,3,2025,40,73.76470588,71.91304348,6,12,12,10,0,MN,CA,CO,17,2,2
375,174899,The College of Saint Scholastica,MN,46.816082,-92.106134,NA,Yes,Yes,No,No,354,2226,Undergraduate,Full-time,$110 ,24822,27739,2087,1538,355,Total,Considered,650,660,0.73694298,354,Upper Midwest Athletic Conference,The College of Saint Scholastica,1617,The College of Saint Scholastica,MN,Duluth,55811-4199,1725,www.css.edu/,40454,40454,13,0.9378,1190,5,NA,23949,NA,29389,latest,618,St. Scholastica,3,The College of St. Scholastica,Saints,Duluth,MN,Minnesota Intercollegiate Athletic Conference,NA,NA,597029,3,2025,22,18,0,St. Scholastica,3,2025,59,72.31578947,71.95,22,7,13,17,0,MN,WI,CA,34,6,5
376,174075,University of Minnesota-Crookston,MN,47.802536,-96.606188,https://oir.umn.edu/student/student-right-know-act,Yes,Yes,No,No,155,1543,Undergraduate,Full-time,$110 ,3917,20384,1196,576,168,Total,Neither required nor recommended,NA,NA,0.481605351,155,Northern Sun Intercollegiate Conference,University of Minnesota-Crookston,1592,University of Minnesota-Crookston,MN,Crookston,56716-5001,1650,https://crk.umn.edu/,13120,13120,32,0.5838,NA,3,10874,NA,18544,NA,latest,27854,Minn.-Crookston,NA,NA,NA,NA,NA,NA,NA,NA,596798,2,2025,23,29,0,Minn.-Crookston,2,2025,43,74,73,15,9,11,8,0,NA,NA,NA,NA,NA,NA
377,174251,University of Minnesota-Morris,MN,45.589775,-95.899729,https://oir.umn.edu/student/student-right-know-act,Yes,Yes,No,No,354,1175,Undergraduate,Full-time,$110 ,7068,18194,2619,1992,293,Total,Neither required nor recommended,NA,NA,0.760595647,354,Upper Midwest Athletic Conference,University of Minnesota-Morris,1598,University of Minnesota-Morris,MN,Morris,56267,980,https://morris.umn.edu/,14288,16438,33,0.7046,NA,3,9110,NA,19048,NA,latest,1226,Minn.-Morris,NA,NA,NA,NA,NA,NA,NA,NA,597125,3,2025,17,21,0,Minn.-Morris,3,2025,36,NA,NA,8,8,7,13,0,NA,NA,NA,NA,NA,NA
378,174491,University of Northwestern-St Paul,MN,45.033703,-93.167822,https://unwsp.edu/admissions/financial-aid/student-consumer-info,Yes,Yes,No,No,354,2458,Undergraduate,Full-time,$110 ,17952,28163,1415,1165,396,Total,Recommended,NA,NA,0.823321555,354,Upper Midwest Athletic Conference,University of Northwestern-St Paul,1605,University of Northwestern-St Paul,MN,Saint Paul,55113-1598,1495,https://www.unwsp.edu/,36830,36830,21,0.9188,1244,5,NA,25140,NA,29865,latest,30031,Northwestern-St. Paul,NA,NA,NA,NA,NA,NA,NA,NA,597182,3,2025,18,24,0,Northwestern-St. Paul,3,2025,43,71.5,71.57142857,12,12,8,11,0,NA,NA,NA,NA,NA,NA
379,174914,University of Saint Thomas,MN,44.943439,-93.188986,https://www.stthomas.edu/athletics/index.html,Yes,Yes,No,No,120,6439,Undergraduate,Full-time,$110 ,29288,32740,8654,6536,1349,Total,Considered,680,700,0.755257684,120,The Summit League,University of Saint Thomas,1618,University of St Thomas,MN,Saint Paul,55105-1078,6014,www.stthomas.edu/,52284,52284,11,0.8494,1296,5,NA,30525,NA,34192,latest,620,St. Thomas (MN),1,St. Thomas,Tommies,Saint Paul,MN,Summit League[FB 11],NA,NA,596417,1,2025,29,21,0,St. Thomas (MN),1,2025,40,73.16666667,72,9,12,7,12,0,MN,WI,CO,22,9,2
